host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month,Smoke alarm,Carbon monoxide alarm,Essentials,Kitchen,Hot water,Hangers,Dishes and silverware,Hair dryer,Wifi,Microwave,Iron,Cooking basics,Refrigerator,Bed linens,Self check-in,Shampoo,Fire extinguisher,Free street parking,Private entrance,Extra pillows and blankets,Dedicated workspace,First aid kit,Freezer,Dishwasher,Toaster,Heating,Free parking on premises,Long term stays allowed,Oven,Wine glasses,Entire home/apt,Hotel room,Private room,Shared room
34531599,0.99,18,32.78776550292969,-117.2536545,4,2.5,2.0,2.0,352.0,3,1125,1,1,7,28,135,125,4.89,1,7,2.19,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
47928015,0.96,32,32.78778,-117.25483,4,1.0,2.0,3.0,207.0,3,24,1,6,11,27,302,214,4.75,0,32,3.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0
291510892,1.0,9,32.79321,-117.25606,8,2.0,1.0,8.0,49.0,1,1125,1,26,56,86,361,39,4.38,1,7,0.68,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
291510892,1.0,9,32.79144,-117.25435,4,2.0,1.0,4.0,49.0,1,1125,1,26,56,86,361,11,3.91,1,7,0.36,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
291510892,1.0,9,32.79129,-117.25564,6,2.5,1.0,6.0,49.0,1,1125,1,25,51,81,356,33,4.7,1,7,0.63,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
291510892,1.0,9,32.7917,-117.25463,2,2.0,1.0,1.0,176.0,1,365,1,4,20,31,294,34,4.29,1,7,0.6,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
37364462,1.0,2,32.73993,-117.11722,2,0.0,1.0,1.0,105.0,31,31,1,28,58,87,87,1,5.0,0,2,0.02,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10271042,0.74,32,32.713782683028924,-117.1581104,2,1.0,1.0,2.0,156.0,2,600,1,21,47,77,77,12,4.75,0,4,0.28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0
293439367,1.0,10,32.74549,-117.16553,2,1.0,1.0,1.0,129.0,2,1125,1,0,17,34,91,162,4.93,0,1,2.87,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
63284201,1.0,12,32.84751,-117.27656,3,1.0,1.0,2.0,179.0,2,90,1,2,4,15,102,233,4.77,0,3,4.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
47928015,0.96,32,32.78867,-117.25457,4,1.0,2.0,3.0,204.0,3,24,1,4,16,43,318,228,4.78,0,32,4.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0
1848403,1.0,3,32.93632,-117.13108,1,1.0,1.0,1.0,95.0,10,1125,1,0,0,0,174,4,4.5,0,2,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0
3547828,0.33,25,32.71659,-117.15223,1,1.0,1.0,1.0,43.0,31,365,1,0,14,44,134,3,4.33,0,23,0.07,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
37780250,0.86,22,32.76258087158203,-117.1304016,4,1.0,2.0,2.0,300.0,10,365,1,0,12,42,317,26,5.0,0,15,0.52,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
25523560,0.97,8,32.80511,-117.25117,6,2.0,2.0,3.0,317.0,4,28,1,2,5,9,23,72,4.92,0,2,1.27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
31651552,1.0,1,32.782952624467285,-117.2528665,10,3.0,4.0,5.0,1500.0,3,365,1,3,9,20,119,1,5.0,0,1,0.3,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
37092457,0.91,2,32.84428,-117.27922,4,1.0,1.0,1.0,241.0,2,1125,1,6,32,40,40,113,4.66,0,1,2.04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
302571515,0.63,2,32.79487,-117.23242,1,1.5,1.0,1.0,85.0,31,60,1,4,13,21,113,19,5.0,0,1,0.33,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
172202422,0.9,13,32.79138,-117.23326,10,3.5,4.0,5.0,466.0,3,60,1,1,17,36,45,36,4.97,0,8,0.84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
35167233,0.88,16,32.78454,-117.25286,6,2.0,2.0,8.0,288.0,4,62,1,4,11,34,124,122,4.89,0,7,2.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
189058143,0.67,15,32.7102,-117.16058,4,2.0,2.0,2.0,155.0,31,356,1,1,31,61,150,3,4.33,0,2,0.07,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
36653013,1.0,27,32.7308032,-117.1604704,4,2.0,2.0,2.0,201.0,31,1125,1,0,6,29,304,2,4.0,1,10,0.06,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0
47928015,0.96,32,32.78858,-117.25263,2,1.0,0.0,1.0,144.0,3,24,1,8,21,45,317,322,4.86,0,32,5.69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0
47928015,0.96,32,32.78923,-117.25304,2,1.0,0.0,1.0,138.0,3,24,1,1,18,48,323,250,4.82,0,32,4.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
302760328,0.99,10,32.73974,-117.17679,2,1.5,1.0,2.0,197.0,2,1125,1,16,21,43,304,27,4.93,0,7,0.68,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0
70435255,1.0,4,32.76797,-117.05727,1,1.0,1.0,1.0,55.0,7,180,1,19,40,40,161,26,4.88,0,1,0.46,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
38690778,1.0,245,32.77257,-117.25208,7,2.0,2.0,4.0,805.0,1,1125,1,1,15,35,305,36,4.83,1,99,0.64,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0
114838819,0.99,33,32.79246,-117.24027,6,2.5,2.0,4.0,239.0,3,28,1,10,27,53,328,112,4.62,0,13,1.99,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
303335248,1.0,1,32.78178,-117.15792,2,1.0,1.0,1.0,79.0,2,80,1,8,19,44,130,198,4.98,1,1,3.5,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
264851694,0.94,3,32.74673,-117.22501,4,1.0,1.0,2.0,182.0,2,30,1,1,13,22,22,312,4.89,0,3,5.78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0
57824754,0.99,4,32.85573089408298,-117.2574185,4,1.0,2.0,3.0,385.0,3,730,1,6,16,43,310,145,4.86,1,4,2.66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0
22295450,1.0,4,32.72549,-117.16785,7,3.0,3.0,3.0,474.0,2,90,1,2,13,28,262,31,5.0,1,3,0.56,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
303527188,0.84,1,32.78742,-117.23633,6,1.0,2.0,4.0,336.0,2,1125,1,1,17,47,137,98,4.95,0,1,1.79,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
99940654,0.94,6,32.83558,-117.27441,6,3.0,3.0,3.0,475.0,4,90,1,0,11,37,289,38,4.89,0,6,0.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0
78836518,0.95,18,32.70989,-117.14989,6,2.0,3.0,3.0,333.0,1,1125,1,18,39,64,241,122,4.72,0,7,2.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
127807362,0.98,4,32.7288,-117.16723,6,1.0,2.0,3.0,227.0,2,1125,1,9,31,56,56,166,4.91,0,2,3.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0
78165409,0.6,3,32.71057,-117.15114,3,1.0,1.0,2.0,110.0,31,1125,1,23,53,83,263,10,5.0,0,1,0.26,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
50526077,0.82,30,32.80233,-117.23075,2,1.0,1.0,1.0,118.0,31,365,1,0,15,16,216,9,4.78,0,20,0.17,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
81135905,0.98,6,32.72022,-117.16854,2,1.0,1.0,1.0,180.0,1,32,1,2,23,40,182,237,4.92,0,5,4.19,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
132808048,0.79,6,32.80285,-117.00839,1,1.0,1.0,1.0,47.0,21,180,1,0,8,8,36,19,4.95,0,5,0.35,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0
24114081,0.99,10,32.837,-117.17919,1,1.0,1.0,1.0,79.0,1,1125,1,16,42,72,347,262,4.89,0,6,4.63,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0
151301119,0.83,23,32.7951,-117.07234,16,3.0,5.0,12.0,999.0,10,1125,1,7,28,58,320,44,4.93,0,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
216764169,0.0,1,32.75115,-117.2435,1,1.0,1.0,1.0,60.0,31,1125,1,4,20,50,230,3,5.0,0,1,0.08,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
57066133,1.0,20,32.75016,-117.24094,2,1.0,0.0,1.0,109.0,1,15,1,8,20,49,324,53,4.83,1,10,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
167309906,0.99,13,32.75256,-117.19824,4,1.0,1.0,1.0,185.0,30,30,1,6,23,43,205,128,4.88,0,12,2.26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0
167309906,0.99,13,32.75286,-117.1981,6,1.5,2.0,2.0,445.0,30,30,1,6,18,36,194,37,4.86,0,12,0.66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
167309906,0.99,13,32.75337,-117.19691,8,3.0,3.0,3.0,659.0,30,30,1,3,15,31,189,69,4.77,0,12,1.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0
167309906,0.99,13,32.75187,-117.19599,16,5.5,6.0,6.0,1132.0,2,1125,1,2,14,30,189,90,4.99,0,12,1.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0
167309906,0.99,13,32.7532,-117.1977,14,4.5,5.0,5.0,945.0,30,730,1,3,15,31,190,56,4.93,0,12,1.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0
3017970,0.42,252,32.7671,-117.25211,15,4.0,5.0,6.0,1800.0,3,1125,1,0,0,0,176,1,5.0,0,162,0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0
229117402,0.71,2,32.91873,-117.14762,1,1.0,2.0,1.0,49.0,31,120,1,0,25,55,330,15,5.0,0,2,0.39,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0
11185378,0.87,3,32.75093,-117.18018,2,1.0,1.0,1.0,175.0,2,730,1,1,1,1,115,167,4.86,0,2,3.09,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0
305791246,0.99,4,32.76408,-117.12254,4,1.0,1.0,3.0,130.0,1,15,1,20,46,73,154,252,4.83,0,4,4.51,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0
120926078,1.0,5,32.57578,-117.05643,6,1.0,2.0,2.0,129.0,2,30,1,10,26,54,322,174,4.91,1,1,3.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0
796593,0.96,22,32.74481,-117.14471,10,1.0,2.0,4.0,135.0,2,999,1,8,17,35,266,75,4.65,1,9,1.37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
4501445,1.0,11,32.830139,-117.196022,8,2.0,4.0,4.0,404.0,2,90,1,6,19,42,81,235,4.89,0,9,4.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
22463715,1.0,2,32.71057,-117.15643,4,2.0,2.0,2.0,250.0,26,1125,1,11,35,65,255,37,4.97,1,2,0.67,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
25059734,1.0,1,32.72947,-117.12225,3,1.0,1.0,2.0,172.0,2,1125,1,17,27,44,44,193,4.92,0,1,3.43,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
43349223,1.0,109,32.77196,-117.25242,4,1.0,1.0,1.0,184.0,2,28,1,1,13,25,27,284,4.74,0,88,5.07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0
24947273,0.75,3,32.75989,-117.08059,2,1.0,1.0,1.0,85.0,31,1125,1,30,60,90,179,40,4.9,0,3,0.84,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
57066133,1.0,20,32.798382,-117.232719,2,1.0,0.0,1.0,112.0,2,100,1,9,23,47,322,42,4.69,1,10,0.77,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
307894831,1.0,5,32.78211,-117.25385,6,1.0,2.0,3.0,421.0,2,365,1,5,21,35,35,178,4.63,1,4,3.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
43349223,1.0,109,32.77329,-117.25211,4,1.0,1.0,2.0,191.0,2,28,1,6,13,37,45,250,4.64,0,88,4.45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0
307894831,1.0,5,32.78329849243164,-117.2532578,5,1.0,2.0,2.0,473.0,2,365,1,7,31,61,130,221,4.76,0,4,4.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
121916709,0.84,75,32.77369,-117.25334,8,2.0,3.0,5.0,479.0,2,360,1,6,17,30,292,219,4.82,0,16,4.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0
43349223,1.0,109,32.79839,-117.23326,10,3.0,3.0,4.0,510.0,2,28,1,6,19,45,317,230,4.86,0,88,4.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
175594334,0.95,9,32.79541,-117.24927,3,1.0,1.0,1.0,139.0,31,1125,1,0,0,0,254,21,4.86,0,4,0.38,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
210190664,0.5,1,32.78081,-117.19715,4,1.0,1.0,3.0,187.0,31,90,1,0,14,44,133,148,4.91,0,1,2.64,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0
308734546,0.98,2,32.736,-117.17117,4,2.5,3.0,3.0,350.0,3,90,1,4,7,9,151,208,4.98,0,1,3.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
3017970,0.42,252,32.82832,-117.27595,6,1.5,2.0,2.0,483.0,3,1125,1,13,26,44,307,18,4.78,0,162,0.32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0
114838819,0.99,33,32.74422334167141,-117.2282812,6,2.5,3.0,4.0,828.0,3,28,1,16,35,65,340,68,4.91,0,13,1.24,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
4185643,0.98,29,32.74557,-117.12229,8,2.0,3.0,4.0,320.0,2,90,1,1,8,31,112,295,4.72,0,19,5.37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
106511952,0.99,4,32.73101,-117.10624,16,2.0,3.0,8.0,508.0,2,1125,1,13,34,59,333,201,4.88,0,2,3.61,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0
43349223,1.0,109,32.7988,-117.23517,16,5.0,5.0,6.0,1115.0,2,28,1,2,12,38,304,27,4.85,0,88,0.61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0
117693782,1.0,2,32.84275,-117.27009,5,1.0,2.0,3.0,390.0,3,1125,1,8,24,32,32,117,4.95,0,1,2.1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0
29286398,0.0,116,32.70847,-117.1608,4,2.0,2.0,3.0,155.0,31,1125,1,0,0,22,273,1,4.0,0,41,0.04,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
147702206,0.98,28,32.84324264526367,-117.2757187,8,2.5,4.0,5.0,686.0,2,30,1,5,21,27,128,10,4.9,0,18,0.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
310192257,1.0,2,32.7047,-117.06402,2,1.0,1.0,0.0,54.0,3,365,1,4,4,4,87,29,4.62,1,1,0.55,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
118590621,0.97,9,32.62721,-117.06793,2,1.0,1.0,1.0,64.0,1,365,1,24,54,84,358,64,4.61,0,4,1.29,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
90151341,0.98,16,32.82972,-117.21593,8,1.0,2.0,4.0,183.0,2,60,1,11,13,13,13,231,4.64,0,3,4.22,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
143023270,0.67,1,32.76132,-117.1291,5,1.0,2.0,3.0,120.0,2,1125,1,7,34,64,64,84,4.5,0,1,1.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0
13061708,1.0,8,32.77624,-117.1665,15,2.0,4.0,4.0,429.0,2,1125,1,14,26,41,292,223,4.87,1,4,4.0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
201397463,0.99,24,32.78651,-117.25378,4,2.0,2.0,3.0,526.0,2,1125,1,0,14,34,296,83,4.75,0,14,1.53,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0
201397463,0.99,24,32.78625,-117.2537,10,3.0,4.0,6.0,1211.0,2,1125,1,2,10,25,285,120,4.95,0,14,2.26,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0
311020875,0.98,3,32.62787,-117.09073,10,1.5,3.0,5.0,249.0,2,100,1,6,15,44,316,100,4.72,0,2,1.89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
175768381,1.0,2,32.75062,-117.24085,2,1.0,1.0,1.0,169.0,2,28,1,3,26,38,136,383,4.84,0,2,6.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0
8354816,1.0,4,32.74672,-117.15697,2,1.0,1.0,1.0,113.0,2,28,1,9,22,41,127,265,4.75,0,2,4.76,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
304304697,1.0,1,32.63351,-117.0733,8,2.0,3.0,4.0,170.0,30,90,1,24,40,53,327,12,4.92,0,1,0.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0
1105069,0.98,1,32.74129,-117.12539,2,1.0,1.0,1.0,133.0,2,10,1,10,16,30,98,206,4.9,0,1,3.82,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
301775154,0.99,51,32.711901096578345,-117.1596441,2,5.0,1.0,1.0,70.0,1,14,1,23,53,83,358,177,4.71,1,34,3.21,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
312261756,0.95,2,32.92347,-117.12027,8,2.5,4.0,4.0,250.0,5,1125,1,2,7,14,14,121,4.94,0,1,2.18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0
50603993,0.98,84,32.79998,-117.25753,8,3.5,4.0,6.0,713.0,5,29,1,5,13,30,289,33,4.82,0,22,0.71,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
43349223,1.0,109,32.74347,-117.1835,4,1.0,1.0,1.0,183.0,2,28,1,3,30,60,158,290,4.79,0,88,5.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
307894831,1.0,5,32.78425,-117.25413,4,1.0,1.0,2.0,378.0,2,365,1,9,30,44,44,224,4.65,0,4,4.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
53966300,0.99,5,32.75021394149333,-117.1671987,4,2.5,2.0,2.0,294.0,1,1125,1,21,51,63,63,101,4.89,0,4,1.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0
17311025,1.0,2,32.80917,-117.2572,1,1.0,1.0,1.0,84.0,31,90,1,4,4,26,301,3,5.0,0,2,0.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
121916709,0.84,75,32.77389,-117.25222,6,1.0,2.0,3.0,395.0,2,360,1,6,7,10,249,186,4.78,1,16,3.41,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0
65252786,0.99,1,32.74378,-117.17728,3,1.0,1.0,3.0,125.0,3,90,1,1,7,26,93,147,4.97,0,1,2.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
50950267,0.61,1,32.85851079707659,-117.2330388,1,1.0,1.0,1.0,110.0,1,7,1,19,24,45,54,175,4.66,0,1,3.16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0
24429074,0.99,16,32.80633,-117.25594,4,1.0,1.0,2.0,300.0,2,180,1,13,13,13,13,119,4.89,0,9,2.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0
